odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11637352,honda (american honda motor co.),false,false,0,0,,,5J8TC2H61LL,visibility,the contact owns a 2020 acura rdx the contact stated that after starting the vehicle the vehicle started to warm up and the contact heard a loud pop coming from the rear glass the contact stated that upon inspection the contact became aware that the rear glass had shattered no warning lights were illuminated the contact called a glass repair company and the glass was replaced the local dealer was contacted however the vehicle was not diagnosed the vehicle was repaired the manufacturer was notified of the failure the approximate failure mileage was 82000,vehicle,2020,acura,rdx
11637437,honda (american honda motor co.),false,false,0,0,,,5J8TC2H50LL,"electrical system,unknown or other",my rear window has exploded twice in less than a year american honda is aware of this problem and has issued a service bulletin 22014  american honda is refusing to pay my out of pocket expenses totalling 110000  there is a class action suit in ca against american honda   in both situations my window exploded parked for no reason this is also a safety issued with glass shattering with passengers in the back seat or also while i am driving  the lawsuit said the defroster rear is defective please look at all the internet postings on this to include facebook which has a group called acrua shattered  first incident was 1222024 and the last was on 12272024  please help us consumers,vehicle,2020,acura,rdx
11636603,honda (american honda motor co.),false,false,0,0,,,5J8TC2H65LL,visibility/wiper,rear window randomly shattered i was just sitting at a red light and it shattered nothing hit it or damaged it i read online this is a reoccurring problem others have experienced with 2019 models and newer this needs to be addressed if i was going down the road this could have caused an accident,vehicle,2020,acura,rdx
11636063,honda (american honda motor co.),false,false,0,0,,,5J8TC1H68LL,visibility/wiper,the rear windshield glass shattered while the car was parked in an open area there wasnt an impact incident of any type   acura is aware of the issue on this model of rdx theres a service bulletin but is refusing to cover the repair out of warranty   i know hundreds of owners have already filed complaints but wanted to add our incident as well,vehicle,2020,acura,rdx
11636069,honda (american honda motor co.),false,false,0,0,,,5J8TC1H54LL,visibility,the contact owns a 2020 acura rdx the contact stated while driving 25 mph there was a popping sound coming from the rear of the vehicle and the contact became aware that the rear window glass had shattered no warning lights were illuminated the local dealer was contacted however the vehicle was not diagnosed the vin was not under recall for the failure the vehicle was repaired the manufacturer was notified of the failure the approximate failure mileage was 55000,vehicle,2020,acura,rdx
11635303,honda (american honda motor co.),false,false,0,0,,,5J8TC2H54LL,unknown or other,issue associated with existing tsb 22014 rear windshield glass spontaneously shattered when opening driver door no other damaged to the glass prior the car power was off as car had been sitting during work hours car was brought to local dealership and issue discussed with service team it was escalated to service director dave with the existing manufacturer warranty being expired as the vehicle has surpassed 4 years or 50000 miles 51153 miles and having knowledge of the existing service bulletin he offered to submit a good faith claim without guarantee as no current recall has been established to this vin i called acura honda corporate to also report a good faith claim and opened a case number which will be dispatched to a case manager for further investigation meanwhile i have no car and no guarantee for replacement or repair i didnt feel it was safe to be driving a vehicle with loose shattered glass and open air during winter rainy season having a toddler i am left without a vehicle and need to consider alternatives due to this hazardous inconvenience,vehicle,2020,acura,rdx
11634969,honda (american honda motor co.),false,false,0,0,,,5J8TC2H66LL,unknown or other,the rear windshield glass shattered without warning due to a design flaw from the manufacturer,vehicle,2020,acura,rdx
11634983,honda (american honda motor co.),false,false,0,0,,,5J8TC1H59LL,visibility/wiper,the rear windshield completely shattered after getting in the vehicle and shutting the drivers side door the vehicle was off and not in motion there were no warnings or other symptoms or any other indicators that this was a faulty windshield the weather has been below freezing for the last 4 days the problem has not been confirmed or reproduced nor inspected as this just happened and was unexpected thankfully the vehicle was off however this could have impacted my safety and those around me if i had been driving,vehicle,2020,acura,rdx
11634436,honda (american honda motor co.),false,false,0,0,,,5J8TC2H73LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact stated received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11634137,honda (american honda motor co.),false,false,0,0,,,5J8TC2H60LL,visibility/wiper,my windshield completely shattered while parked out of no where this couldve been a huge safety hazard if i was driving or had my children in the car i am very disappointed to see this is very common for other rdx owners when it is such a hazardous situations for many this needs to be recalled these car are expensive enough to have to deal with this dangerous and expensive issue that isnt caused by the owner but a manufacture issues,vehicle,2020,acura,rdx
11633993,honda (american honda motor co.),false,false,0,0,,,5J8TC2H77LL,visibility/wiper,car parked outside during work hours  turned car on for 10 minutes to warm up upon coming back the rear windshield was completely shattered used rear defrost button,vehicle,2020,acura,rdx
11633656,honda (american honda motor co.),false,false,0,0,,,5J8TC2H68LL,unknown or other,driving on the road my back glass windshield randomly blew out upon further investigation seems to be a common issue with this makemodelyear many other owners of this model have shown this to be a problem for them as well refer to facebook group acura shattered local dealer also said they have had several this had happened to very unsafe and very concerning that it will happen again,vehicle,2020,acura,rdx
11633706,honda (american honda motor co.),false,false,0,0,,,5J8TC2H62LL,unknown or other,shut driver side door and the rear hatch glass shattered,vehicle,2020,acura,rdx
11633362,honda (american honda motor co.),false,false,0,0,,,5J8TC1H55LL,"unknown or other,visibility/wiper",i am submitting this formal complaint to report a recurring safety issue with my vehicle a 2020 acura rdx specifically the rear window glass has unexpectedly shattered on two separate occasions without any apparent cause or external interference  what component or system failed or malfunctioned and is it available for inspection upon request the rear window glass is the component that failed and it is available for inspection upon request  how was your safety or the safety of others put at risk the sudden shattering of the rear window glass posed a significant safety risk broken glass could have flown into my eyes or injured anyone near the vehicle  has the problem been reproduced or confirmed by a dealer or independent service center yes acura is aware of this issue as it has been reported by other owners of similar models  has the vehicle or component been inspected by the manufacturer police insurance representatives or others the police have inspected the vehicle following the incidents  were there any warning lamps messages or other symptoms of the problem prior to the failure and when did they first appear no there were no warning lamps messages or other symptoms prior to the failure  to provide more context the first incident occurred during cold snowy weather which i initially suspected might be a contributing factor however the second incident took place during moderate weather conditions eliminating extreme temperatures as a possible cause both times the vehicle was stationary while i was inside my workplace and surveillance footage confirmed that no individuals or external factors were near the vehicle  after researching this issue i found that other acura rdx owners particularly models from 20192024 have experienced similar occurrences of rear window glass shattering without cause despite this acura has not issued a recall or provided guidance on resolving the issue  i urge the nhtsa to investigate this matter,vehicle,2020,acura,rdx
11633194,honda (american honda motor co.),false,false,0,0,,,5J8TC1H69LL,fuel/propulsion system,i received a notice from acura that the defective fuel pump replacement parts are now available and i should schedule the free repair with my dealership  when i called my acura dealer chapman acura in tucson az i was told they did not have any parts  when i asked if they could let me know when they would be available i was informed they did not know when any replacement parts would be available and that i should call back in a few weeks  chapman acura is the only acura dealer in tucson az,vehicle,2020,acura,rdx
11632918,honda (american honda motor co.),false,false,0,0,,,5J8TC2H76LL,visibility/wiper,vehicle was parked at a parking spot and all of a sudden there was a loud pop and the rear glass started cracking,vehicle,2020,acura,rdx
11632980,honda (american honda motor co.),false,false,0,0,,,5J8TC2H78LL,"structure,unknown or other,visibility/wiper",the rear windshield spontaneously smashed while my vehicle was parked in my driveway,vehicle,2020,acura,rdx
11632915,honda (american honda motor co.),false,false,0,0,,,5J8TC2H36LL,unknown or other,rear window shattered while parked inside garage for no apparent reason,vehicle,2020,acura,rdx
11632594,honda (american honda motor co.),false,false,0,0,,,"",visibility,the contact owns a 2020 acura rdx the contact stated that while the vehicle was parked and turned off it was later discovered that the rear liftgate window had shattered without impact the cause of the failure was not determined and the window was later replaced by the local satellite company approximately two years later while the vehicle was parked and turned off the failure reoccurred the cause of the failures was not determined the manufacturer and local dealer were notified of the failure the vehicle was not yet repaired the vin was not available the failure mileage was 60000,vehicle,2020,acura,rdx
11632675,honda (american honda motor co.),false,false,0,0,,,5J8TC2H5XLL,visibility/wiper,rear windshield spontaneously shattered for the second time in less than 3 years while it was parked in my driveway there was no external impact or foreign objects that may have caused it i called an acura dealership immediately and they acknowledged that this is a known issue with acura rdxs but since theres no recall and my warranty ended  they refused to help fix the issue went to a local auto shop and they also pointed out this has been a common issue with acura rdxs this is extremely dangerous and unsafe for drivers and passengers,vehicle,2020,acura,rdx
11632448,honda (american honda motor co.),false,false,0,0,,,5J8TC2H38LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the repair was unavailable the contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11632486,honda (american honda motor co.),false,false,0,0,,,5J8TC2H68LL,visibility/wiper,rear windshield shattered upon remote starting vehicle and rear defroster turning on this occurred during winter weather between 2530 degrees after the car sat overnight,vehicle,2020,acura,rdx
11632313,honda (american honda motor co.),false,false,0,0,,,5J8TC2H5XLL,"structure,visibility/wiper",the rear window shattered on its own i had it replaced but not all the glass debris could be removed and it is trapped inside the trunk door lift gate unreachable because the way the door was manufactured the body shop says the entire lift gate needs to be replaced how is it possible that the customers have the pay for the repairs of this manufacturing defect every time i open the lift gate i can hear a lot of glass moving inside i will never be able to resale this car if this is not fixed as it stands many acura rdx owner have this huge issue,vehicle,2020,acura,rdx
11632352,honda (american honda motor co.),false,false,0,0,,,5J8TC1H65LL,unknown or other,rear window shattered with out incident car was off and in park nothing hit it to cause it to break,vehicle,2020,acura,rdx
11632045,honda (american honda motor co.),false,false,0,0,,,5J8TC2H59LL,visibility/wiper,acura 2020rdx rear windshield spontaneously shattered no impact was made the trunk was opened with button from inside the car after being open for over a minute there was a loud pop the rear windshield had shattered   the car is available to inspect   the broken rear windshield poses a safety hazard because my car is unsecured and my garage door openers could be accessed   no warning lights were given,vehicle,2020,acura,rdx
11631787,honda (american honda motor co.),false,false,0,0,,,5J8TC1H57LL,unknown or other,rear window shadowed due the defroster the defroster is making the rear window break when using the defroster it is making the rear window break into pieces,vehicle,2020,acura,rdx
11631641,honda (american honda motor co.),false,false,0,0,,,5J8TC2H51LL,visibility/wiper,the back window shattered in january of 2024 and again today 121924 both incidents happened after i started the car in my garage it was a loud pop and the entire windshield shattered i wasnt aware that acura had a technical service bulletin tsb 22014  when i called the dealership to explain what happened and that i wasnt aware there was an issue until i saw it the internet and they told me that since the window had already been repaired once and it wasnt the original that they had to have it inspected and i had send pictures before they would tell my if they would pay to replace the part that is causing the issue,vehicle,2020,acura,rdx
11631342,honda (american honda motor co.),false,false,0,0,,,5J8TC2H53LL,structure,spontaneous rear window shattering twice danger to the driver and passengers,vehicle,2020,acura,rdx
11631535,honda (american honda motor co.),false,false,0,0,,,5J8TC1H60LL,electrical system,alarm kept going off,vehicle,2020,acura,rdx
11631261,honda (american honda motor co.),false,false,0,0,,,5J8TC2H6XLL,visibility/wiper,my vehicle was parked overnight and when i went to go to work this morning i found my rear window glass shattered there is evidence of vandalism for all my doors were locked and everything was present inside as well as no form of any external impact before i park inside the garage or nothing falls from the ceiling it is a common problem known for the third generation acura rdx where the rear class window spontaneously shatters  this is definitely a safety hazard for it can happen when driving on the road and diminishing rear window visibility,vehicle,2020,acura,rdx
11631011,honda (american honda motor co.),false,false,0,0,,,5J8TC2H72LL,"unknown or other,visibility/wiper",panoramic sunroof  makes loud popping noises while going over uneven terrain such as speedbumps  i fear that this could result in breakage of the sunroof glass causing serious safety concerns to myself or other passengers  it would also make the vehicle susceptible to the elements,vehicle,2020,acura,rdx
11630716,honda (american honda motor co.),false,false,0,0,,,5J8TC2H50LL,unknown or other,upon opening rear hatch i noticed glass falling into trunk area when closing hatch the window was shattered with no entry sign of foreign object no branches rocks or other foreign objects in parking space or around vehicle was parked in private home lot,vehicle,2020,acura,rdx
11630455,honda (american honda motor co.),false,false,0,0,,,5J8TC2H66LL,visibility/wiper,the rear window exploded it is said to be a defroster on the rear windshield and no   while i was parked when i watched the glass exploded if i was driving the exploded could have shocked me and glass shatters feel inside the car that could potential cause cuts  acura and private companys have acknowledge the problem  yes when it was replaced there suggestion was the bring down the windows while warming up the car so that the glass temperature wont change as fast   no worry just exploded,vehicle,2020,acura,rdx
11630253,honda (american honda motor co.),false,false,0,0,,,5J8TC2H68LL,visibility/wiper,back window spontaneously burst vehicle was stationary i was in the vehicle while it was parked,vehicle,2020,acura,rdx
11629999,honda (american honda motor co.),false,false,0,0,,,5J8TC2H75LL,visibility/wiper,while driving my car in albany new york on december 3 roughly about 15 minutes after starting the car and continuing onto a residential road the back window spontaneously shattered without impact  the rear window defroster had been on at the time and had just cleared the frost before the drive had started  not only did the window break a portion of the window fell into the trunk of the car and the rest of the window completely shattered into a little pieces that it was not possible to see outside of the back window   the sound of the breaking glass was so loud it sounded as if snow was falling off the top of the car but no snow was present that day  the loud noise along with the lack of visibility caused issues with operating the vehicle and bringing it into a safe parking spot that was off of the road,vehicle,2020,acura,rdx
11629562,honda (american honda motor co.),false,false,0,0,,,5J8TC2H55LL,unknown or other,closed passenger side front door and rear glass shattered car was not running,vehicle,2020,acura,rdx
11629639,honda (american honda motor co.),false,false,0,0,,,5J8TC1H33LL,engine,re nhta recall 23v858  this particular recall has been active since 12182023  i have checked with my local dealership scanlon acura in ft myers fl to arrange for a repair several times  each time i have been told that they do not have the part on friday 1262024 a spoke to a service representative at the dealership  he advised me that they did have the part and scheduled an appointment to replace the defective part on monday 1292024  when i arrived at the dealership i was told that they did not have the part  something is not right here  i suspect that the dealership does not want to replace the part because it is timeconsuming expensive and represents an action where they do not receive enough compensation  this recall has been active for nearly a year and nhtsa should intervene to expedite this process in order to prevent possible car crashes and injuries,vehicle,2020,acura,rdx
11629530,honda (american honda motor co.),false,false,0,0,,,5J8TC2H53LL,"unknown or other,visibility/wiper",the rear window shattered out of no ware when driving in cold conditions and the rear defroster was on,vehicle,2020,acura,rdx
11629118,honda (american honda motor co.),false,false,0,0,,,5J8TC2H51LL,"electrical system,exterior lighting",october 30th 6pm parked car at home and exterior lights headlights fog lights rear lights would not turn off car was not running lights finally went off when battery was completely drained had to jump battery to get car to dealership on october 31st there were no previous warning lamps or messages  dealership did a complete reinspect and were able to reproduce issue dealership determined that there was a leak in the sunroof i then shared that the sunroof had been rattling and popping for a few weeks but did not mention when dropping off for the lights since i didnt think it was related  i have spoken to honda who states that this vin does not have any recalls there are known issues with the sunroofs for this year and make of car but no recalls and the extended warranty as well as the certified car warranty does not cover this issue,vehicle,2020,acura,rdx
11628556,honda (american honda motor co.),false,false,0,0,,,5J8TC1H76LL,fuel/propulsion system,the contact owns a 2020 acura rdx the contact stated that while attempting to start the vehicle the vehicle failed to start as intended the vehicle returned to normal functionality but the failure reoccurred no warning lights were illuminated the vehicle was taken to the dealer who was unable to diagnose the failure the vehicle was not repaired after investigating the failure the contact related the failure to nhtsa campaign 23v858000 fuel system gasoline the vin was included but the remedy was not yet available the manufacturer was notified of the failure but provided no assistance the failure mileage was unknown,vehicle,2020,acura,rdx
11628577,honda (american honda motor co.),false,false,0,0,,,5J8TC2H32LL,"structure,visibility/wiper",my car was parked in a garage untouched for hours i turned on remote start and came back to find my back window completely shattered i looked inside the vehicle to see maybe if someone through a rock or anything but i found nothing and the way it cracked shows it came from the defrosteri have seen multiple complaints about acura rdxs back window randomly shattering after using the rear defroster on the vehicle i called an acura service shop and they confirmed this is a re occurring issue but refused to compensate or assist in fixing the matter they claimed my warranty ended or there is no recalls for my vehicle but this is a known issues with acura rdxs,vehicle,2020,acura,rdx
11628271,honda (american honda motor co.),false,false,0,0,,,5J8TC2H59LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11628354,honda (american honda motor co.),false,false,0,0,,,5J8TC2H5XLL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was unavailable the contact stated that several dealers were contacted and the contact was informed that parts were no longer available the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11628433,honda (american honda motor co.),false,false,0,0,,,5J8TC2H55LL,visibility/wiper,the rear windshield shattered when the car was parked in the driveway and warming up using the defroster,vehicle,2020,acura,rdx
11628007,honda (american honda motor co.),false,false,0,0,,,5J8TC2H77LL,visibility/wiper,i had remote started my car 10 minutes before i was going to get in since it was 30 degrees fahrenheit outside when i got out to my car i sat down in the drivers seat and after i shut my door my rear window shattered there is some sort of issue with the rear defrosting system there are no other explanations for why this happened,vehicle,2020,acura,rdx
11627404,honda (american honda motor co.),false,false,1,0,,,5J8TC2H71LL,structure,the rear window spontaneously shattered while parked i cut my hand when cleaning up the glass,vehicle,2020,acura,rdx
11626986,honda (american honda motor co.),false,false,0,0,,,5J8TC1H75LL,unknown or other,the heads up display on the windshield that shows the vehicle speed becomes blurry this is a safety issue because a person can believe he is going a speed that is incorrect this is particularly troubling when the vehicle is traveling at a much faster speed than appears on the windshield in the past there was an incident where my vehicle was traveling 10 mph faster than i thought because of the blurred heads up display image   acurahonda is aware this is an issue service bulletin 20046 but has not taken action to correct the safety issue,vehicle,2020,acura,rdx
11626714,honda (american honda motor co.),false,false,0,0,,,5J8TC1H59LL,visibility,the contact owns a 2020 acura rdx the contact stated while entering the vehicle the contact became aware that there was glass on the rear seat of the vehicle the contact stated that the rear windshield had shattered without impact a police report was filed the vehicle was not diagnosed or repaired the contact related the failure to tsb 22014 rear windshield glass shattering however the vehicle was not included in the tsb the manufacturer was not notified of the failure the failure mileage was 40048,vehicle,2020,acura,rdx
11626720,honda (american honda motor co.),false,false,0,0,,,5J8TC2H69LL,engine,engine judders at 2k rpm around 60 mph car has 92k miles with timely documented service maintenance took car to the dealership and said theres a head gasket leak on cylinder 4 and needs to be replaced contacted american honda about the issue and they said they cannot cover the repair cost they also dont have the replacement part for the fuel pump recall for a long time as well,vehicle,2020,acura,rdx
11626297,honda (american honda motor co.),false,false,0,0,,,5J8TC1H57LL,visibility/wiper,my car was parked in a parking lot and the rear windshield spontaneously shattered there was previously no damage to the window my rear dashcam shows evidence that the windshield shattered with nobody in or around the car i spoke with police officers who reviewed security footage in the parking lot they confirmed that the damage was not an act of vandalism and happened spontaneously i have read online about numerous complaints of this issue and the current class action lawsuit against acurahonda for this problem,vehicle,2020,acura,rdx
11625809,honda (american honda motor co.),false,false,0,0,,,5J8TC2H5XLL,unknown or other,the rear tailgate glass spontaneously shattered when the vehicle was parkednot operating with nothing hitting the back glass the only operating change over the past two weeks prior to the shattering was regular morning use of the rear defroster  rear tailgate was never slammed,vehicle,2020,acura,rdx
11625544,honda (american honda motor co.),false,false,0,0,,,5J8TC1H50LL,visibility/wiper,on saturday november 8th 2024 i walked out to my vehicle rear windshield intact no damages start my car and turned on the reardefroster 20 seconds later i hear cracking as i am about to pull out and to my surprise my entire rear windshield is cracking and making popping noises i put my car in park and the entire windshield is crumbling and shattering before my eyes there was absolutely no impact whatsoever i then contacted the dealer and dealer asked me to drive to the dealership which is 10 miles away while glass is falling into my trunk area and flying out onto the highway the dealer put me in a loaner until they heard from the warranty department my car is 4000 miles out of warranty but they were still going to see what they could do it has been five business days now as today is november 15th 2024 and i have still yet to receive an answer   i have not received information if my vehicle has even been inspected by the dealership   there were no warning lights messages or any issues with the vehicle i take care of the vehicle directly through the dealership where i purchased the vehicle from and should show all of that on the carfax   i have however found several open lawsuits where claimants are filing cases against acura for a faulty rear windshield   please advise,vehicle,2020,acura,rdx
11623303,honda (american honda motor co.),false,false,0,0,,,5J8TC2H56LL,structure,good day i bought this car at an auction in the usa repaired it and on xxx while driving without any foreign objects the rear window burst later i found out that this could be a factory defect in these models  is it possible to receive any compensation from the official dealer for this event  information redacted pursuant to the freedom of information act foia 5 usc 552b6,vehicle,2020,acura,rdx
11618283,honda (american honda motor co.),false,false,0,0,,,5J8TC2H72LL,visibility/wiper,i entered my 2020 acura rdx after it was parked for several hours while i was at work the outdoor temperature was around 80 degrees fahrenheit upon closing the drivers door  i hear a crashing noice and noticed the rear lift gate glass shattered and fell into the rear cargo area this appears to be a very widespread issue with this make and model and is a serious safety concern  that should be recalled,vehicle,2020,acura,rdx
11615357,honda (american honda motor co.),false,false,0,0,,,5J8TC1H58LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the contact stated that occasionally the vehicle was difficult to start there was no warning light illuminated the local dealer was contacted the vehicle was not diagnosed or repaired the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the failure the failure mileage was approximately 20000 parts distribution disconnect,vehicle,2020,acura,rdx
11614142,honda (american honda motor co.),false,false,0,0,,,5J8TC2H59LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact stated while driving approximately 20 mph the vehicle stalled the vehicle rolled to the side of the roadway there were no warning lights illuminated the contact was able to restart the vehicle the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the failure mileage was approximately 58000 parts distribution disconnect,vehicle,2020,acura,rdx
11611591,honda (american honda motor co.),false,false,0,0,,,5J8TC1H7XLL,air bags,my wife weighs about 125 pounds when she sits in the front passenger seat of this car often but not always an indicator will light up on the dashboard saying passenger air bag off even if she shifts around in the seat or bounces up and down the indicator light will stay on i have taken the car to my local acura dealer twice asking that this problem be diagnosed and fixed the first time their service technician reported no issues at this time unable to duplicate concern at this time the second time today the technician reported that he had checked system for codes no codes in system light will go on and off if passenger moves around in seat i remain quite concerned that this unrepaired problem is a significant safety issue as the indicator light appears to be saying that the airbag wont deploy in a collision,vehicle,2020,acura,rdx
11611229,honda (american honda motor co.),false,false,0,0,,,5J8TC2H78LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was unavailable the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11608096,honda (american honda motor co.),false,false,0,0,,,5J8TC1H53LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact stated that while the vehicle was parked while attempting to start the vehicle the vehicle failed to start immediately the vehicle started after the second attempt there were no warning lights illuminated the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was unavailable the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the vehicle was not repaired the manufacturer was not notified of the failure the failure mileage was unknown parts distribution disconnect,vehicle,2020,acura,rdx
11606150,honda (american honda motor co.),false,false,0,0,,,5J8TC2H71LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11598597,honda (american honda motor co.),false,false,0,0,,,5J8TC2H7XLL,seat belts,the contact owns a 2020 acura rdx the contact stated that the rear passengers side seat belt failed to extend as needed and failed to retract automatically the vehicle was taken to the dealer several times where unknown repairs were performed however the failure persisted the contact stated that the seat belt was inoperable the vehicle was not repaired the manufacturer was not notified of the failure the failure mileage was approximately 25000,vehicle,2020,acura,rdx
11596430,honda (american honda motor co.),false,false,0,0,,,5J8TC2H58LL,structure,there is rust on all door hinges and the vehicle is still under warranty crown acura in clearwater florida said they will not fix it under warranty outside sources caused the rust on the inside of the door hinges was their statement,vehicle,2020,acura,rdx
11595271,honda (american honda motor co.),false,false,0,0,,,5J8TC2H76LL,visibility/wiper,rear window shattered when the front passenger door was closed the car was sitting in the driveway and there was no external impact acura issued tsb 22014 for a known defect incorrect specification for rear defroster grid but is only replacing windows for cars still under warranty this is a safety issue and deserves a proper recall,vehicle,2020,acura,rdx
11593477,honda (american honda motor co.),false,false,0,0,,,5J8TC2H59LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11592420,honda (american honda motor co.),false,false,0,0,,,5J8TC2H39LL,"fuel system, gasoline",the contact owns a 2020 acura rdx the contact received notification of nhtsa campaign number 23v858000 fuel system gasoline however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect,vehicle,2020,acura,rdx
11591701,honda (american honda motor co.),true,false,0,0,,,5J8TC2H54LL,fuel/propulsion system,car lost power while driving causing me to crash into the side of the road way causing damage to my front passenger side car stutters and shuts off while driving very dangerous,vehicle,2020,acura,rdx
